cif,bg_hse
SM-12066,0.558187
SM-12067,1.824506
SM-12068,1.533022
SM-12069,1.894127
SM-1207,4.796394
SM-12070,1.120573
SM-12071,1.700468
SM-12072,0.819708
SM-12073,1.921768
SM-12074,2.226293
SM-12075,2.240786
SM-12076,4.503659
SM-12077,2.937924
SM-12078,4.512686
SM-12081,3.696728
SM-12082,1.590019
SM-12083,2.284762
SM-12084,2.271762
SM-12086,2.314133
SM-12087,4.152655
SM-12088,2.81187
SM-12090,2.845243
SM-12091,3.790645
SM-12093,3.485362
SM-12094,3.570379
SM-12095,4.184176
SM-12099,3.293629
SM-1210,2.796231
SM-12100,2.466024
SM-12101,2.703338
SM-12102,3.102255
SM-12103,2.173147
SM-12104,3.844207
SM-12105,2.581064
SM-12106,2.13655
SM-12107,1.677768
SM-12108,2.317761
SM-12109,4.157611
SM-12110,3.605393
SM-12111,3.139372
SM-12116,3.910212
SM-12117,4.356935
SM-12118,2.524218
SM-12119,3.444185
SM-1212,7.317356
SM-12120,3.584548
SM-12121,3.298854
SM-12123,2.644415
SM-12124,2.612198
SM-12125,2.677042
SM-12126,2.99737
SM-12127,2.636248
SM-12128,3.884904
SM-12129,3.834667
SM-1213,7.106261
SM-12131,2.595287
SM-12132,2.463774
SM-12133,1.776418
SM-12134,3.341712
SM-12138,2.320807
SM-12139,2.573593
SM-1214,1.236996
SM-12140,1.221324
SM-12145,4.188044
SM-12149,3.717858
SM-12150,4.905152
SM-12151,2.862289
SM-12152,2.085094
SM-12153,2.745174
SM-12154,1.926861
SM-12155,3.301274
SM-12156,2.545191
SM-12158,3.881581
SM-12161,3.638816
SM-12162,3.558534
SM-12166,1.633703
SM-12167,1.061766
SM-12168,1.725443
SM-12169,1.237331
SM-12170,1.272268
SM-12171,1.449808
SM-12177,1.297584
SM-12178,1.042087
SM-12179,1.241102
SM-1218,1.75345
SM-12181,2.348114
SM-12182,1.8401
SM-12183,1.569072
SM-12184,2.069657
SM-12185,1.093544
SM-12186,2.974257
SM-12187,2.501961
SM-12188,3.224156
SM-12189,1.930642
SM-1219,1.463176
SM-12190,2.260656
SM-12191,2.861708
SM-12192,1.898212
SM-12194,1.106482
SM-12195,2.316763
SM-12196,2.772093
SM-12197,2.748266
SM-12198,2.419638
SM-12199,2.082286
SM-12200,2.444417
SM-12201,2.992615
SM-12202,3.922121
SM-12204,2.038487
SM-12205,2.090439
SM-12206,2.335457
SM-12207,2.037139
SM-12208,2.032419
SM-1221,2.217322
SM-12210,0.775273
SM-12211,1.460911
SM-12212,0.995947
SM-12213,0.447737
SM-12215,4.134075
SM-12216,2.032898
SM-12217,1.655895
SM-12218,2.986016
SM-12219,2.53394
SM-1222,2.275673
SM-12220,1.550882
SM-12222,3.098107
SM-12224,2.878051
SM-12225,2.32947
SM-12226,2.819274
SM-12227,2.558239
SM-12228,2.445974
SM-1223,2.223154
SM-12230,3.522896
SM-12231,2.034484
SM-12232,2.213043
SM-12234,1.609271
SM-12235,2.578279
SM-12236,1.823453
SM-12237,3.357602
SM-12238,2.248141
SM-12239,2.862455
SM-12240,1.614419
SM-12241,2.876417
SM-12242,2.421733
SM-12243,1.119125
SM-12244,2.491347
SM-12245,0.417503
SM-12247,1.625709
SM-12248,0.560453
SM-12249,2.225516
SM-12250,1.224448
SM-12252,1.727187
SM-12253,0.352841
SM-12254,1.064876
SM-12255,0.937127
SM-12256,0.279499
SM-12257,1.953033
SM-12258,1.731577
SM-12259,2.285691
SM-12260,1.479334
SM-12261,1.629635
SM-12262,1.65763
SM-12263,0.651609
SM-12264,0.298608
SM-12265,0.424061
SM-12266,1.316088
SM-12267,1.555019
SM-12268,0.601263
SM-12269,0.165034
SM-12270,0.61539
SM-12271,0.229083
SM-12272,1.615921
SM-12273,2.742609
SM-12274,2.262909
SM-12275,1.896457
SM-12276,2.027602
SM-12277,2.554927
SM-12278,1.687282
SM-12280,1.962412
SM-12282,1.049735
SM-12283,0.549045
SM-12284,2.693493
SM-12286,0.880813
SM-12287,3.405559
SM-12289,3.789873
SM-12290,2.054573
SM-12291,2.635927
SM-12292,2.055681
SM-12293,2.631099
SM-12295,2.650139
SM-12296,1.58213
SM-12297,1.572811
SM-12298,1.111313
SM-12299,1.08122
SM-12300,1.154497
SM-12301,1.244691
SM-12302,2.749861
SM-12303,1.583669
SM-12304,0.520761
SM-12305,0.648877
SM-12306,0.958785
SM-12307,0.379814
SM-12309,1.943087
SM-1231,1.942342
SM-12312,1.968973
SM-12316,3.056614
SM-12319,2.879227
SM-12320,3.245207
SM-12326,2.82397
SM-12328,1.766265
SM-12330,0.953617
SM-12333,1.93922
SM-12335,0.317631
SM-12336,0.981016
SM-12337,2.021256
SM-12339,4.119496
SM-12340,3.437478
SM-12341,4.121619
SM-12342,2.987893
SM-12343,3.078886
SM-12344,2.709265
SM-12345,3.643544
SM-12346,3.452388
SM-12347,2.934012
SM-12348,2.540564
SM-1235,2.830857
SM-12350,3.042609
SM-12353,4.676775
SM-12354,3.946777
SM-12355,1.802435
SM-12356,3.033335
SM-12357,6.25057
SM-12359,4.358105
SM-12362,4.162508
SM-12363,3.476539
SM-12365,3.497354
SM-12366,3.055516
SM-12367,2.283209
SM-12369,4.249673
SM-12370,4.157121
SM-12371,3.351251
SM-12372,4.149922
SM-12373,1.361585
SM-12376,4.505492
SM-12377,4.224434
SM-12378,3.34085
SM-12379,3.460303
SM-12380,3.066091
SM-12381,3.838037
SM-12383,2.409853
SM-12385,1.958635
SM-12386,2.544808
SM-12387,4.467262
SM-12388,2.277935
SM-12389,2.3942
SM-12390,1.231477
SM-12391,4.511219
SM-12393,3.079591
SM-12394,1.139779
SM-12395,4.345437
SM-12397,3.136149
SM-12399,3.550813
SM-12400,3.063908
SM-12401,4.52042
SM-12402,3.256124
SM-12403,4.297385
SM-12404,3.922599
SM-12406,4.140702
SM-12407,3.474505
SM-12408,3.459508
SM-12409,3.569113
SM-12410,3.570819
SM-12411,3.77775
SM-12412,5.101859
SM-12415,4.050249
SM-12416,3.807246
SM-12417,3.957967
SM-12419,3.885731
SM-1242,1.297983
SM-12420,3.621278
SM-12421,3.3043
SM-12422,4.107702
SM-12423,3.086854
SM-12424,3.25723
SM-12427,2.563486
SM-12429,2.014245
SM-12430,2.827567
SM-12431,1.942612
SM-12432,2.438181
SM-12434,2.656651
SM-12436,4.00541
SM-12437,4.069965
SM-12438,3.458067
SM-1244,1.994282
SM-12441,2.087835
SM-12443,1.633189
SM-12444,1.488217
SM-12445,1.515227
SM-12447,3.622001
SM-12448,3.478282
SM-12449,3.123676
SM-12450,4.106262
SM-12452,3.087123
SM-12453,3.655155
SM-12454,2.623593
SM-12456,2.906471
SM-12457,3.348228
SM-12458,3.361175
SM-12459,4.094632
SM-12460,1.658465
SM-12462,3.699959
SM-12463,3.760446
SM-12468,4.153417
SM-12469,2.610548
SM-1247,5.106115
SM-12470,4.012121
SM-12471,2.093011
SM-12472,1.218494
SM-12473,3.135163
SM-12474,2.924203
SM-12476,2.350382
SM-12479,1.388568
SM-12481,3.545917
SM-12482,3.701778
SM-12483,2.122641
SM-12484,3.375099
SM-12485,4.142375
SM-12486,3.128848
SM-12487,0.582873
SM-12489,3.730815
SM-12490,2.914969
SM-12491,1.920339
SM-12492,3.231719
SM-12494,2.218364
SM-12496,3.088539
SM-12497,2.514396
SM-12498,0.702295
SM-1250,1.818855
SM-12500,4.28999
SM-12501,4.016385
SM-12503,2.378306
SM-12504,2.576267
SM-12507,2.307583
SM-12509,3.755734
SM-12510,0.03817
SM-12511,3.802576
SM-12512,4.427282
SM-12513,2.919558
SM-12514,3.162003
SM-12515,3.278501
SM-12516,3.198679
SM-12517,2.657952
SM-12518,2.234645
SM-12519,3.167561
SM-1252,4.828782
SM-12520,3.272574
SM-12521,2.142119
SM-12522,2.211909
SM-12523,3.78783
SM-12527,4.539136
SM-12528,1.902382
SM-12529,3.821247
SM-12530,3.686936
SM-12532,3.646994
SM-12534,3.216748
SM-12536,4.395874
SM-12539,3.991565
SM-1254,2.376687
SM-12540,3.03752
SM-12541,2.71521
SM-12542,2.92772
SM-12544,2.408727
SM-12546,2.938247
SM-12547,3.802944
SM-12548,4.894771
SM-12550,3.632346
SM-12553,4.614927
SM-12554,3.562981
SM-12556,3.671211
SM-12557,4.684718
SM-1256,2.372681
SM-12561,3.290699
SM-12562,2.693139
SM-12564,3.355377
SM-12565,4.274342
SM-12566,3.449756
SM-12567,3.663175
SM-12568,2.997811
SM-12569,3.149388
SM-12571,1.25986
SM-12574,3.377501
SM-12575,5.526069
SM-12577,3.230619
SM-12581,3.962531
SM-12582,4.638295
SM-12585,2.18695
SM-12586,4.249061
SM-12588,3.157142
SM-12589,1.114778
SM-12590,3.489228
SM-12591,2.171177
SM-12592,2.402816
SM-12593,2.271235
SM-12594,3.236768
SM-12596,3.367433
SM-12597,2.478604
SM-12598,1.788543
SM-12599,1.316132
SM-12600,1.518487
SM-12601,1.366624
SM-12602,0.57835
SM-12603,2.415537
SM-12604,2.513756
SM-12606,3.41312
SM-12607,2.652063
SM-12611,3.586327
SM-12613,3.346674
SM-12614,1.733776
SM-12615,3.312067
SM-12617,4.191582
SM-12618,3.779707
SM-12619,2.721519
SM-12620,3.827604
SM-12622,0.558538
SM-12623,4.601088
SM-12624,3.619894
SM-12626,2.767082
SM-12627,3.160612
SM-12628,2.526041
SM-12629,2.376211
SM-1263,2.831893
SM-12630,2.483754
SM-12631,1.148424
SM-12632,0.926915
SM-12633,1.025862
SM-12634,1.16085
SM-12635,4.064329
SM-12636,4.050979
SM-12637,3.056974
SM-12638,1.766197
SM-12640,3.339563
SM-12641,2.947364
SM-12642,3.303822
SM-12643,3.876347
SM-12644,5.211882
SM-12645,3.314034
SM-12647,3.120456
SM-12649,2.421787
SM-1265,3.421019
SM-12650,2.169105
SM-12652,3.087398
SM-12653,2.288208
SM-12654,2.717298
SM-12655,3.283771
SM-12657,2.256655
SM-12658,2.339819
SM-12665,1.562364
SM-12669,3.193698
SM-12670,3.953847
SM-12671,2.943114
SM-12678,2.664956
SM-12680,3.993054
SM-12682,0.872788
SM-12683,2.932902
SM-12684,3.910543
SM-12685,3.351088
SM-12686,3.517996
SM-12687,2.743625
SM-12688,2.725595
SM-12689,4.644082
SM-12690,3.102703
SM-12691,3.31471
SM-12692,2.679237
SM-12693,2.56853
SM-12694,2.117337
SM-12695,1.686717
SM-12697,2.115012
SM-12699,2.737967
SM-12701,3.231192
SM-12702,3.123873
SM-12703,2.805741
SM-12704,3.174812
SM-12705,2.566802
SM-12707,2.467498
SM-12709,4.859594
SM-12710,3.95116
SM-12711,2.368907
SM-12712,2.5123
SM-12713,1.517845
SM-12714,2.884832
SM-12717,4.159086
SM-12718,3.354712
SM-12720,2.418201
SM-12722,3.112797
SM-12723,2.299115
SM-12725,1.691377
SM-12726,3.735505
SM-12727,3.903003
SM-12730,2.337781
SM-12733,4.15293
SM-12735,0.229668
SM-12737,3.220369
SM-12741,3.650388
SM-12742,3.068573
SM-12743,2.624976
SM-12744,3.626168
SM-12747,2.252187
SM-12748,3.335929
SM-12749,3.229018
SM-12750,2.316158
SM-12751,2.429335
SM-12752,3.330096
SM-12753,2.612393
SM-12754,3.705673
SM-12756,4.231616
SM-12757,3.85108
SM-12758,2.186179
SM-12759,3.224825
SM-1276,4.55563
SM-12762,2.279717
SM-12763,3.103323
SM-12769,2.384486
SM-1277,3.229206
SM-12770,4.325795
SM-12771,4.333161
SM-12773,3.177852
SM-12774,3.810221
SM-12776,3.711327
SM-12778,3.537583
SM-12779,2.381691
SM-1278,5.318157
SM-12780,3.921886
SM-12782,3.843471
SM-12783,3.612111
SM-12784,2.664131
SM-12786,2.875785
SM-12788,2.686815
SM-12789,3.037373
SM-1279,3.387075
SM-12790,4.382302
SM-12791,3.029517
SM-12792,3.424395
SM-12793,3.6542
SM-12795,3.114683
SM-12797,3.145308
SM-12798,3.293226
SM-12799,4.300736
SM-12800,2.369312
SM-12801,0.464258
SM-12802,2.115185
SM-12804,3.119801
SM-12805,3.689336
SM-12807,3.714858
SM-12808,3.338312
SM-12809,3.363106
SM-12811,3.93404
SM-12813,1.43646
SM-12814,1.204262
SM-12815,1.341894
SM-12817,2.452812
SM-1282,5.448978
SM-12820,2.120443
SM-12821,3.758705
SM-12824,2.615316
SM-12825,2.613885
SM-12826,1.701967
SM-12827,2.619685
SM-12828,1.201221
SM-12829,2.420924
SM-12830,2.715318
SM-12831,3.336555
SM-12832,0.814597
SM-12833,2.129326
SM-12834,2.348835
SM-12835,1.265021
SM-12836,1.199174
SM-12837,3.792601
SM-12838,3.268796
SM-12839,2.710593
SM-12840,2.67878
SM-12842,3.958628
SM-12843,2.780396
SM-12844,3.117727
SM-12845,3.168274
SM-12848,3.577102
SM-1285,1.981028
SM-12850,3.054571
SM-12852,3.339493
SM-12853,3.422222
SM-12854,3.309717
SM-12857,4.812737
SM-12858,2.57216
SM-12859,4.042204
SM-1286,2.694411
SM-12862,3.967777
SM-12863,4.349434
SM-12864,4.071293
SM-12865,4.919607
SM-12866,3.785821
SM-12867,3.592531
SM-12868,2.932089
SM-12869,3.770294
SM-12871,2.786055
SM-12872,2.452275
SM-12873,3.877834
SM-12874,4.578878
SM-12876,2.57732
SM-12878,2.198734
SM-12879,2.768582
SM-1288,2.581105
SM-12881,3.237942
SM-12883,4.045786
SM-12885,3.611153
SM-12886,4.044376
SM-12888,4.235667
SM-12889,2.753277
SM-1289,1.45835
SM-12891,3.254924
SM-12892,2.488448
SM-12893,1.709614
SM-12894,2.159402
SM-12895,2.106312
SM-12898,1.767481
SM-12899,4.08449
SM-1290,1.967163
SM-12901,3.016055
SM-12903,2.784606
SM-12904,3.30369
SM-12905,3.979197
SM-12906,3.912859
SM-12907,3.475582
SM-12908,3.934042
SM-12909,3.801153
SM-1291,2.10297
SM-12910,3.484064
SM-12913,3.858115
SM-12914,3.197498
SM-12915,4.185134
SM-12916,4.122965
SM-12918,4.08222
SM-1292,2.713634
SM-12920,3.298248
SM-12921,3.316642
SM-12922,3.595831
SM-12923,3.881146
SM-12924,3.470478
SM-12925,3.657253
SM-12926,2.687566
SM-12928,2.13833
SM-12929,3.896245
SM-1293,2.043033
SM-12930,3.935616
SM-12931,3.768786
SM-12932,4.088319
SM-12933,2.990637
SM-12935,3.314714
SM-12936,3.273768
SM-12937,2.785899
SM-12938,2.246539
SM-12939,2.898086
SM-1294,2.37517
SM-12941,2.6325
SM-12942,2.923197
SM-12943,3.092664
SM-12944,2.120125
SM-12945,2.255428
SM-12946,1.499543
SM-12947,1.223403
SM-12948,2.417953
SM-12951,1.972149
SM-12952,2.431259
SM-12953,2.785359
SM-12955,2.867273
SM-12956,2.907763
SM-12959,3.94695
SM-1296,1.220565
SM-12960,3.439095
SM-12961,3.829615
SM-12962,3.900177
SM-12963,3.915562
SM-12966,1.893011
SM-12967,1.516246
SM-12968,2.400109
SM-12970,1.134931
SM-12971,3.278315
SM-12972,3.956969
SM-12973,4.024344
SM-12974,4.39081
SM-12975,3.94624
SM-12976,2.981224
SM-12979,2.489103
SM-12980,3.319005
SM-12982,4.153738
SM-12983,3.505802
SM-12984,3.798891
SM-12985,2.547499
SM-12986,3.190362
SM-12987,3.469974
SM-12988,3.306927
SM-12991,3.15312
SM-12992,2.811273
SM-12993,4.453641
SM-12994,3.947817
SM-12995,2.441431
SM-12996,3.477063
SM-12997,2.785326
SM-13000,4.846946
SM-13003,2.539409
SM-13004,2.707885
SM-13005,4.053545
SM-13006,3.918829
SM-13011,3.605466
SM-13012,2.643673
SM-13013,2.407132
SM-13017,3.472429
SM-13018,3.441692
SM-13019,2.837282
SM-13021,2.417233
SM-13022,3.15499
SM-13023,4.042596
SM-13024,4.682346
SM-13025,4.413031
SM-13026,2.417224
SM-13027,2.535799
SM-13028,2.793652
SM-1303,0.503533
SM-13030,2.535892
SM-13031,1.482949
SM-13032,2.703912
SM-13033,3.792248
SM-13035,3.514585
SM-13036,3.042789
SM-13037,2.248689
SM-13038,3.042019
SM-13041,4.045727
SM-13043,3.274283
SM-13045,3.125002
SM-13046,3.180404
SM-13047,2.360785
SM-13048,3.780097
SM-13050,3.676446
SM-13052,3.170543
SM-13053,3.28379
SM-13054,1.966557
SM-13055,3.103946
SM-13056,3.484728
SM-13058,1.662728
SM-13059,3.808706
SM-13062,3.717559
SM-13064,2.604363
SM-13065,4.65516
SM-13066,4.119984
SM-13068,4.403878
SM-13070,0.963839
SM-13072,3.650947
SM-13074,3.18974
SM-13076,3.182603
SM-13077,4.339037
SM-13079,3.901584
SM-13080,2.615943
SM-13081,3.653348
SM-13083,4.483452
SM-13084,3.324998
SM-13086,3.641315
SM-13087,3.133318
SM-13088,3.344906
SM-13089,3.435811
SM-13090,3.612542
SM-13091,3.264701
SM-13092,0.9070299999999998
SM-13093,3.983328
SM-13097,3.09748
SM-13098,2.578865
SM-13100,3.58424
SM-13101,2.369728
SM-13103,2.669432
SM-13106,3.185081
SM-13107,3.649077
SM-13108,2.249331
SM-13109,2.288679
SM-13110,2.785163
SM-13113,3.508072
SM-13114,2.47883
SM-13115,2.543534
SM-13117,3.134061
SM-13118,5.012947
SM-13119,4.699677
SM-13125,5.076842
SM-13127,3.468491
SM-13128,2.523335
SM-13129,3.063189
SM-13130,1.858432
SM-13134,1.077963
SM-13135,3.31257
SM-13136,3.28863
SM-13137,2.711013
SM-13139,3.967016
SM-13144,3.600067
SM-13146,4.496462
SM-13147,4.764146
SM-13148,4.014471
SM-13149,2.191081
SM-13154,2.306264
SM-13155,2.935484
SM-13156,2.304898
SM-13157,3.309028
SM-13158,2.736988
SM-13159,3.842528
SM-1316,0.322523
SM-13164,3.258671
SM-13166,3.307957
SM-13167,3.985456
SM-13168,3.317206
SM-13169,3.750072
SM-13171,3.001954
SM-13172,3.761319
SM-13173,3.844161
SM-13176,3.919042
SM-13177,3.282731
SM-13178,3.323429
SM-13179,3.130199
SM-13180,4.071253
SM-13181,3.214244
SM-13182,3.770489
SM-13183,3.268622
SM-13184,3.271478
SM-13185,3.251252
SM-13186,1.518193
SM-13187,3.421362
SM-13188,1.35065
SM-13199,2.348959
SM-13201,3.949803
SM-13202,3.868327
SM-13204,4.115702
SM-13205,4.196756
SM-13207,3.062715
SM-13208,2.650871
SM-13211,3.610095
SM-13217,3.460757
SM-13220,3.694056
SM-13225,2.564354
SM-13227,1.821872
SM-13229,3.454287
SM-13233,2.991
SM-13235,3.073342
SM-13238,3.014958
SM-13239,3.199201
SM-13240,3.365381
SM-13243,3.462042
SM-13244,3.342045
SM-13245,2.791621
SM-13246,2.849997
SM-13250,3.348853
SM-13251,3.422408
SM-13252,3.428396
SM-13253,2.592299
SM-13254,3.504187
SM-13255,2.931723
SM-13257,2.541717
SM-13259,3.358878
SM-13260,3.399389
SM-13261,2.183264
SM-13262,2.259449
SM-13263,5.152263
SM-13265,2.806257
SM-13266,4.811494
SM-13268,3.864832
SM-13270,0.79291
SM-13271,3.228518
SM-13272,3.23356
SM-13273,3.609401
SM-13276,2.523326
SM-13277,2.152829
SM-13280,2.385273
SM-13281,2.162761
SM-13282,2.825804
SM-13284,3.841048
SM-13285,2.593345
SM-13289,2.473364
SM-13296,2.894603
SM-13297,4.370029
SM-13298,2.252748
SM-13299,3.805398
SM-13300,3.758304
SM-13302,2.88212
SM-13303,0.660156
SM-13304,3.756374
SM-13305,3.449574
SM-13306,4.785627
SM-13307,2.143879
SM-13308,3.04123
SM-13310,2.90992
SM-13311,1.837878
SM-13312,4.479097
SM-13313,3.669237
SM-13314,4.563502
SM-13315,3.584157
SM-13316,3.137348
SM-13319,3.664036
SM-13320,3.436032
SM-13321,4.180304
SM-13322,3.773231
SM-13323,3.432241
SM-13324,3.764154
SM-13327,2.037549
SM-13329,4.069008
SM-13330,3.64026
SM-13331,4.196962
SM-13332,3.284089
SM-13333,3.367633
SM-13334,3.937048
SM-13335,2.802009
SM-13336,3.515819
SM-13337,2.938782
SM-13338,3.520244
SM-13339,2.156814
SM-13340,3.878116
SM-13341,2.860733
SM-13343,3.235301
SM-13344,1.126695
SM-13345,3.0214
SM-13346,0.332586
SM-13347,1.988364
SM-13348,0.570269
SM-13349,1.082337
SM-13350,4.91743
SM-13352,1.844974
SM-13354,2.382611
SM-13356,2.21815
SM-13357,2.92142
SM-13358,3.66062
SM-13359,3.660796
SM-13360,2.253771
SM-13361,2.646017
SM-13362,3.033237
SM-13363,3.943544
SM-13372,2.452151
SM-13373,3.965599
SM-13375,1.592391
SM-13376,2.485171
SM-13377,3.020748
SM-13381,1.942104
SM-13382,2.781786
SM-13384,2.235259
SM-13385,3.621105
SM-13386,3.653391
SM-13387,1.75165
SM-13388,2.444739
SM-13390,2.569793
SM-13391,2.562379
SM-13392,3.550751
SM-13394,3.926857
SM-13395,3.168813
SM-13396,2.403329
SM-13397,4.985602
SM-13398,4.492926
SM-13401,4.707739
SM-13402,4.031634
SM-13403,4.918962
SM-13404,4.97849
SM-13406,2.363068
SM-13407,2.781792
SM-13409,3.190942
SM-13410,1.44305
SM-13411,2.42057
SM-13412,4.609959
SM-13413,3.817059
SM-13414,2.873451
SM-13415,1.885224
SM-13416,2.498619
SM-13418,4.193285
SM-13419,2.905594
SM-1342,3.195382
SM-13420,2.905032
SM-13422,3.120172
SM-13423,2.388003
SM-13424,0.100473
SM-13426,2.599971
SM-13427,3.071602
SM-13429,3.063242
SM-13430,3.213345
SM-13431,2.561123
SM-13433,4.242916
SM-13434,3.112332
SM-13435,2.690477
SM-13436,4.089615
SM-13437,3.648772
SM-13439,1.958184
SM-1344,4.442479
SM-13440,3.475154
SM-13444,3.374363
SM-13445,1.329327
SM-13447,4.15628
SM-13448,4.177718
SM-13449,2.14307
SM-13450,2.54842
SM-13452,2.753795
SM-13454,3.460103
SM-13455,4.505909
SM-13456,3.462504
SM-13460,3.553826
SM-13461,4.407613
SM-13465,4.414219
SM-13467,3.638259
SM-13468,3.299902
SM-13469,3.444223
SM-13471,3.567555
SM-13472,3.462063
SM-13473,2.871413
SM-13479,3.468281
SM-1348,3.263586
SM-13481,4.372337
SM-13482,2.806096
SM-13484,3.543762
SM-13485,2.899101
SM-13486,4.11944
SM-13487,4.13119
SM-13489,2.980502
SM-1349,3.515809
SM-13491,3.842929
SM-13492,3.632581
SM-13494,4.280291
SM-13495,2.509166
SM-13496,3.353768
SM-13497,3.585817
SM-13499,3.437509
SM-135,2.080083
SM-1350,5.043561
SM-13500,3.273853
SM-13501,2.276279
SM-13504,2.851733
SM-13506,1.095114
SM-13508,1.163161
SM-1351,5.044904
SM-13517,0.8075
SM-13519,2.869485
SM-13525,2.529354
SM-13526,2.490021
SM-13528,2.944309
SM-13531,3.227313
SM-13532,2.005062
SM-13533,4.035234
SM-13534,2.325633
SM-13535,1.627192
SM-13539,2.909588
SM-1354,3.006869
SM-13541,2.881189
SM-13542,0.783572
SM-13543,3.524886
SM-13544,4.263624
SM-13545,2.524242
SM-13548,3.799814
SM-13549,2.662854
SM-1355,4.400614
SM-13550,0.558716
SM-13553,3.367452
SM-13555,2.14437
SM-13556,3.055014
SM-13557,3.382625
SM-13559,2.908723
SM-13564,0.409567
SM-13568,1.894982
SM-13570,3.362052
SM-13571,2.740729
SM-13572,3.788593
SM-13573,0.323855
SM-13575,3.933425
SM-13576,2.516073
SM-13579,1.012792
SM-13580,4.554208
SM-13581,3.381309
SM-13584,2.4794460000000003
SM-13585,1.236868
SM-13587,4.168307
SM-13589,2.804656
SM-1359,0.733057
SM-13590,1.845227
SM-13591,0.3600949999999994
SM-13594,1.6780190000000004
SM-13596,2.365721
SM-13597,1.3364869999999995
SM-13598,1.815479
SM-13599,1.0051460000000003
SM-13602,2.3163210000000003
SM-13603,3.122621
SM-13605,2.3373790000000003
SM-13606,2.017197
SM-13608,2.219078
SM-1361,2.58091
SM-13611,4.5498840000000005
SM-13612,4.436191
SM-13613,4.597122
SM-13616,2.601395
SM-13617,2.043278
SM-13618,4.936528
SM-13619,4.582654
SM-1362,1.967589
SM-13620,4.589688
SM-13622,3.775365
SM-13627,2.283306
SM-1363,1.549379
SM-13630,5.805314999999999
SM-13631,1.2193679999999998
SM-13632,1.2503669999999998
SM-13636,3.429871
SM-13637,3.352638
SM-13638,5.237202
SM-1364,0.322839
SM-13641,0.5519259999999999
SM-13643,2.826823
SM-13644,0.938036
SM-13645,5.623068
SM-13646,0.7390750000000001
SM-13647,1.4263789999999994
SM-13648,6.056233000000001
SM-13649,2.745784
SM-1365,2.775649
SM-13651,0.0569069999999998
SM-13652,2.702188
SM-13653,1.41545
SM-13654,1.032374
SM-13655,5.122404
SM-1366,2.394829
SM-13661,1.681404
SM-13662,1.518771
SM-13669,1.004752
SM-13671,3.403347
SM-13672,4.739214
SM-13674,7.701252999999999
SM-13676,8.096962999999999
SM-13677,7.829048999999999
SM-13679,7.666955
SM-13680,7.676974
SM-13681,5.525023
SM-13683,7.61386
SM-13684,4.461728
SM-13688,4.765198
SM-13692,7.059049
SM-13693,6.524745
SM-13694,6.641469000000001
SM-13696,6.380966
SM-13706,4.517202
SM-13707,5.22988
SM-13709,2.101559
SM-13713,5.864014000000001
SM-13714,5.929290999999999
SM-13715,4.434277
SM-13720,0.4578420000000003
SM-13726,1.4051210000000005
SM-13727,5.970039
SM-13728,6.060695
SM-13729,0.2827390000000003
SM-13730,2.759491
SM-13734,4.663846
SM-13736,3.247557
SM-13737,3.193
SM-13739,1.881988
SM-13740,4.004271
SM-13741,3.910094
SM-13742,5.504449999999999
SM-13743,1.6770230000000002
SM-13744,1.5845590000000005
SM-13746,2.903122
SM-13747,4.067704
SM-13748,3.099257
SM-13749,2.462939
SM-13750,2.1168250000000004
SM-13751,0.3970539999999998
SM-13752,1.946544
SM-13755,2.321144
SM-13756,3.806139
SM-13757,3.105257
SM-13758,3.194025
SM-13760,0.932087
SM-13761,0.4871059999999998
SM-13762,3.318005
SM-13763,0.316901
SM-13764,1.284792
SM-13765,3.212568
SM-13767,4.209676
SM-13768,3.913264
SM-13769,4.418531
SM-13770,4.972639999999999
SM-13771,4.869799
SM-13772,1.2452159999999997
SM-13774,3.191044
SM-13775,3.4601070000000003
SM-13776,1.4944630000000003
SM-13782,3.2886940000000005
SM-13785,0.789034
SM-13788,1.7844540000000002
SM-13792,0.7000519999999999
SM-13794,3.367751
SM-13797,5.066666
SM-13801,1.6277440000000003
SM-13802,6.641112
SM-13803,5.464886
SM-13804,2.673519
SM-13805,3.4845700000000006
SM-13807,5.622251
SM-13808,1.314745
SM-13810,4.638877
SM-13811,4.503569000000001
SM-13812,4.513606
SM-13813,1.851571
SM-13815,6.831446
SM-13817,3.755435
SM-13820,6.286717
SM-13821,5.127205
SM-13822,2.005367
SM-13828,8.149604
SM-13830,6.5484860000000005
SM-13832,5.09216
SM-13837,5.623415
SM-13851,0.6187270000000007
SM-13857,7.370875
SM-13861,2.691257
SM-13862,2.22537
SM-13863,0.847235
SM-13865,3.098614
SM-13866,3.4515320000000003
SM-13868,6.683347
SM-13871,3.995466
SM-13873,3.162046
SM-13874,4.682243
SM-13877,1.7508729999999997
SM-13878,1.756256
SM-13879,4.635314
SM-1388,4.722587
SM-13881,3.321253
SM-13883,4.041413
SM-13884,1.6133539999999995
SM-13885,2.359349
SM-13886,3.846386
SM-13887,3.791901
SM-13888,1.7293759999999998
SM-13889,2.006284
SM-1389,3.181803
SM-13890,2.22238
SM-13891,3.699243
SM-13892,2.951524
SM-13893,2.294235
SM-13897,6.919377
SM-13899,4.187266
SM-13901,5.793377
SM-13902,5.077043
SM-13905,3.727914
SM-13906,6.058466
SM-13908,3.32182
SM-1391,4.874448
SM-13911,4.044327
SM-13914,5.365842
SM-13917,1.10836
SM-13919,2.851566
SM-1392,4.816958
SM-13922,0.75324
